sample	estimated_genome_size	is_paired	original_total_bp	original_coverage	original_read_total	original_read_min	original_read_mean	original_read_std	original_read_median	original_read_max	original_read_25th	original_read_75th	original_qual_min	original_qual_mean	original_qual_std	original_qual_max	original_qual_median	original_qual_25th	original_qual_75th	final_total_bp	final_coverage	final_read_total	final_read_min	final_read_mean	final_read_std	final_read_median	final_read_max	final_read_25th	final_read_75th	final_qual_min	final_qual_mean	final_qual_std	final_qual_max	final_qual_median	final_qual_25th	final_qual_75th	contig_non_acgtn	contig_percent_a	contig_percent_c	contig_percent_g	contig_percent_n	contig_percent_t	contigs_greater_100k	contigs_greater_10k	contigs_greater_1k	contigs_greater_1m	l50_contig_count	max_contig_length	mean_contig_length	median_contig_length	min_contig_length	n50_contig_length	num_contig_non_acgtn	percent_contigs_greater_100k	percent_contigs_greater_10k	percent_contigs_greater_1k	percent_contigs_greater_1m	total_contig	total_contig_length	annotation_organism	annotation_contigs	annotation_bases	annotation_CDS	annotation_gene	annotation_rRNA	annotation_repeat_region	annotation_tRNA	annotation_tmRNA	rank	reason
ERX359701	2469430	True	424487200	171.897	4244872	100	100	0	100	100	100	100	6	34.779	2.328	37	36	34.500	36	246943025	100.000	2470472	35	99.958	1.049	100	100	100	100	14.500	34.824	2.092	37	36	34.500	36	0.00	32.18	19.17	16.23	0.00	32.41	8	21	29	0	5	333741	72835	39788	521	175384	0	25.00	65.62	90.62	0.00	32	2330737	Lactobacillus spp. strain	32	2330737	2228	2284	4		51	1	gold	passed all cutoffs
ERX359704	1640590	True	440067000	268.238	4400670	100	100	0	100	100	100	100	4.500	34.536	2.499	37	35.500	34	36	164058973	100.000	1642124	35	99.907	1.661	100	100	100	100	14	34.590	2.255	37	35.500	34.500	36	0.00	28.63	21.10	21.54	0.00	28.73	2	27	38	0	7	276506	35245	18042	524	72528	0	4.44	60.00	84.44	0.00	45	1586061	Lactobacillus spp. strain	45	1586061	1531	1565	2		31	1	gold	passed all cutoffs
ERX359706	3362110	True	389115800	115.736	3891158	100	100	0	100	100	100	100	5.500	34.371	2.638	37	35.500	33.500	36	336211001	100.000	3364020	35	99.943	1.306	100	100	100	100	15.500	34.429	2.399	37	35.500	33.500	36	0.00	27.61	23.05	22.04	0.00	27.30	0	103	171	0	34	94475	18173	13716	541	31557	0	0.00	57.54	95.53	0.00	179	3253100	Lactobacillus spp. strain	179	3253100	3075	3137	2		59	1	silver	Too many contigs (179, expect <= 100)
ERX359707	1549810	True	420284000	271.184	4202840	100	100	0	100	100	100	100	6.500	34.745	2.369	37	36	34.500	36	154981068	100.000	1550460	36	99.958	1.036	100	100	100	100	15	34.788	2.147	37	36	34.500	36	0.00	33.15	16.56	17.53	0.00	32.75	3	12	21	0	2	522038	62419	13022	678	348923	0	13.04	52.17	91.30	0.00	23	1435658	Lactobacillus spp. strain	23	1435658	1447	1505	1	1	56	1	gold	passed all cutoffs
ERX359709	2054750	True	399032200	194.200	3990322	100	100	0	100	100	100	100	5	34.418	2.598	37	35.500	33.500	36	205475002	100.000	2055760	35.500	99.951	1.191	100	100	100	100	15	34.473	2.373	37	35.500	34	36	0.00	29.27	20.73	21.08	0.00	28.92	1	50	75	0	16	150406	27719	18192	696	47957	0	1.32	65.79	98.68	0.00	76	2106652	Lactobacillus spp. strain	76	2106652	2001	2058	5	1	51	1	gold	passed all cutoffs
ERX359710	3410940	True	443706400	130.083	4437064	100	100	0	100	100	100	100	5.500	34.608	2.463	37	35.500	34.500	36	341093949	100.000	3412572	35	99.952	1.167	100	100	100	100	14.500	34.659	2.222	37	35.500	34.500	36	0.00	30.02	20.29	19.70	0.00	29.98	9	38	59	0	8	465110	48537	18209	567	130869	0	13.43	56.72	88.06	0.00	67	3252032	Lactobacillus spp. strain	67	3252032	3003	3062	3	1	55	1	gold	passed all cutoffs
ERX359712	3550080	True	363640600	102.432	3636406	100	100	0	100	100	100	100	5.500	34.255	2.696	37	35	33.500	36	355008006	100.000	3552056	36	99.944	1.279	100	100	100	100	14	34.309	2.474	37	35	33.500	36	0.00	25.10	25.31	24.10	0.00	25.50	10	31	52	0	6	338921	50068	16739	674	163347	0	17.86	55.36	92.86	0.00	56	2803848	Lactobacillus spp. strain	56	2803848	2590	2652	5	3	56	1	gold	passed all cutoffs
ERX359713	3039050	True	368444000	121.237	3684440	100	100	0	100	100	100	100	5	34.086	2.790	37	35	33.500	36	303905009	100.000	3040648	35	99.947	1.247	100	100	100	100	14.500	34.142	2.574	37	35	33.500	36	0.00	24.24	25.54	26.06	0.00	24.16	7	20	25	0	3	674780	88087	29495	505	309329	0	21.21	60.61	75.76	0.00	33	2906888	Lactobacillus spp. strain	33	2906888	2729	2793	4	8	59	1	gold	passed all cutoffs
ERX359714	2173410	True	384675600	176.992	3846756	100	100	0.000	100	100	100	100	6	34.703	2.405	37	36	34.500	36	217340913	100.000	2174632	35.500	99.944	1.273	100	100	100	100	14.500	34.750	2.162	37	36	34.500	36	0.00	31.39	18.08	19.39	0.00	31.14	5	44	77	0	10	213272	23369	9939	556	60260	0	5.62	49.44	86.52	0.00	89	2079871	Lactobacillus spp. strain	89	2079871	2094	2155	2	5	58	1	gold	passed all cutoffs
ERX359715	1947960	True	395186800	202.872	3951868	100	100	0.000	100	100	100	100	5.500	34.081	2.835	37	35	33.500	36	194796083	100.000	1949108	35	99.941	1.281	100	100	100	100	15.500	34.137	2.631	36.500	35	33.500	36	0.00	24.76	25.30	24.82	0.00	25.12	2	44	77	0	11	172285	22146	10956	533	43366	0	2.41	53.01	92.77	0.00	83	1838185	Lactobacillus spp. strain	83	1838185	1768	1839	4	1	66	1	gold	passed all cutoffs
ERX359716	1659410	True	398825400	240.342	3988254	100	100	0	100	100	100	100	6	34.503	2.537	37	35.500	34.500	36	165940952	100.000	1660298	35	99.946	1.254	100	100	100	100	15	34.556	2.308	37	35.500	34.500	36	0.00	28.40	21.64	20.96	0.00	29.00	5	18	25	0	4	262722	61509	36904	641	167950	0	19.23	69.23	96.15	0.00	26	1599234	Lactobacillus spp. strain	26	1599234	1597	1650	3		49	1	gold	passed all cutoffs
ERX359717	1606190	True	398321800	247.992	3983218	100	100	0	100	100	100	100	5.500	34.412	2.613	37	35.500	33.500	36	160618849	100.000	1607034	35.500	99.947	1.245	100	100	100	100	15	34.465	2.386	37	35.500	34	36	0.00	28.15	21.94	21.67	0.00	28.24	5	14	21	0	3	372282	64626	20423	671	225659	0	20.83	58.33	87.50	0.00	24	1551039	Lactobacillus spp. strain	24	1551039	1557	1611	3	1	50	1	gold	passed all cutoffs
ERX359719	1374150	True	362000800	263.436	3620008	100	100	0	100	100	100	100	6	34.821	2.299	37	36	34.500	36	137414920	100.000	1375150	37.500	99.927	1.477	100	100	100	100	15	34.867	2.059	37	36	34.500	36	0.00	32.16	18.01	16.51	0.00	33.32	6	12	19	0	3	446921	68216	18958	1229	107054	0	31.58	63.16	100.00	0.00	19	1296111	Lactobacillus spp. strain	19	1296111	1256	1309	4	3	48	1	gold	passed all cutoffs
ERX359720	2054810	True	398336200	193.855	3983362	100	100	0	100	100	100	100	5.500	34.325	2.642	37	35	33.500	36	205480983	100.000	2056344	36	99.925	1.579	100	100	100	100	14.500	34.382	2.411	36.500	35	33.500	36	0.00	26.45	24.28	23.21	0.00	26.06	6	8	11	0	2	833865	137751	68704	556	283442	0	42.86	57.14	78.57	0.00	14	1928520	Lactobacillus spp. strain	14	1928520	1898	1961	3	2	59	1	gold	passed all cutoffs
ERX359721	2158450	True	406653200	188.401	4066532	100	100	0.000	100	100	100	100	6	34.765	2.351	37	36	34.500	36	215845036	100.000	2159356	36	99.958	1.070	100	100	100	100	14.500	34.805	2.131	37	36	34.500	36	0.00	32.49	18.03	16.97	0.00	32.51	4	49	73	0	13	139410	28043	17053	509	53189	0	5.06	62.03	92.41	0.00	79	2215470	Lactobacillus spp. strain	79	2215470	2145	2202	3	1	53	1	gold	passed all cutoffs
ERX359722	3272980	True	346576600	105.890	3465766	100	100	0	100	100	100	100	5	34.424	2.590	37	35.500	34	36	327297947	100.000	3274876	36	99.942	1.349	100	100	100	100	14.500	34.478	2.356	37	35.500	34	36	0.00	27.89	22.21	22.13	0.00	27.77	12	43	95	0	10	230844	30250	6515	506	119746	0	10.81	38.74	85.59	0.00	111	3357769	Lactobacillus spp. strain	111	3357769	3144	3210	4		61	1	silver	Too many contigs (111, expect <= 100)
ERX359723	2479010	True	415379600	167.559	4153796	100	100	0.000	100	100	100	100	5.500	34.687	2.407	37	36	34.500	36	247900990	100.000	2480216	35	99.951	1.136	100	100	100	100	14.500	34.735	2.177	37	36	34.500	36	0.00	31.18	19.38	17.99	0.00	31.45	9	24	31	0	5	347967	70403	43704	536	147617	0	26.47	70.59	91.18	0.00	34	2393719	Lactobacillus spp. strain	34	2393719	2209	2256	2	1	44	1	gold	passed all cutoffs
ERX359725	2387070	True	455371800	190.766	4553718	100	100	0	100	100	100	100	5.500	34.775	2.321	37	36	34.500	36	238707095	100.000	2388116	35	99.956	1.081	100	100	100	100	15	34.818	2.089	37	36	34.500	36	0.00	32.10	18.33	17.29	0.00	32.28	4	61	111	0	16	156322	19830	9394	536	40830	0	3.17	48.41	88.10	0.00	126	2498680	Lactobacillus spp. strain	126	2498680	2459	2516	4	1	52	1	silver	Too many contigs (126, expect <= 100)
ERX359726	2912340	True	480369600	164.943	4803696	100	100	0	100	100	100	100	6	34.769	2.332	37	36	34.500	36	291234140	100.000	2913524	35.500	99.959	1.035	100	100	100	100	15	34.811	2.103	37	36	34.500	36	0.00	32.27	18.69	16.56	0.00	32.48	8	14	25	0	3	626442	106662	21076	512	424608	0	29.63	51.85	92.59	0.00	27	2879897	Lactobacillus spp. strain	27	2879897	2796	2858	4		57	1	gold	passed all cutoffs
ERX359728	2121190	True	476497400	224.636	4764974	100	100	0	100	100	100	100	6	34.481	2.563	37	35.500	34.500	36	212118812	100.000	2122150	35	99.955	1.134	100	100	100	100	14.500	34.530	2.345	37	35.500	34.500	36	0.00	28.80	21.66	20.09	0.00	29.44	4	35	48	0	10	201831	39393	27533	537	64179	0	7.69	67.31	92.31	0.00	52	2048466	Lactobacillus spp. strain	52	2048466	2011	2088	7	3	69	1	gold	passed all cutoffs
ERX359729	2253630	True	347339600	154.124	3473396	100	100	0.000	100	100	100	100	5.500	33.940	2.924	37	35	33	36	225362834	100.000	2254800	35	99.948	1.231	100	100	100	100	14.500	33.995	2.734	37	35	33	36	0.00	25.02	24.97	24.96	0.00	25.04	5	39	53	0	9	311321	33925	19213	524	72051	0	7.94	61.90	84.13	0.00	63	2137279	Lactobacillus spp. strain	63	2137279	2085	2159	5	5	68	1	gold	passed all cutoffs
ERX359730	2589620	True	369940800	142.855	3699408	100	100	0	100	100	100	100	5.500	34.450	2.570	37	35.500	34	36	258961974	100.000	2590910	35	99.950	1.193	100	100	100	100	14.500	34.504	2.338	37	35.500	34	36	0.00	28.09	21.94	21.49	0.00	28.48	8	30	42	0	6	374766	59722	30139	708	115164	0	18.60	69.77	97.67	0.00	43	2568086	Lactobacillus spp. strain	43	2568086	2374	2435	4	4	56	1	gold	passed all cutoffs
ERX359731	2720850	True	457963800	168.316	4579638	100	100	0	100	100	100	100	6	34.463	2.554	37	35.500	34	36	272085090	100.000	2722168	35	99.952	1.168	100	100	100	100	15	34.516	2.324	37	35.500	34	36	0.00	27.99	23.05	20.43	0.00	28.53	7	27	36	0	4	500096	62234	19659	532	233219	0	17.07	65.85	87.80	0.00	41	2551624	Lactobacillus spp. strain	41	2551624	2444	2501	4		52	1	gold	passed all cutoffs
ERX359732	2643990	True	405678800	153.434	4056788	100	100	0.000	100	100	100	100	6	34.651	2.430	37	36	34.500	36	264398949	100.000	2645240	36.500	99.953	1.122	100	100	100	100	14.500	34.700	2.204	37	36	34.500	36	0.00	31.40	19.34	17.73	0.00	31.53	12	24	29	0	7	279382	74130	30781	504	172320	0	34.29	68.57	82.86	0.00	35	2594565	Lactobacillus spp. strain	35	2594565	2405	2461	3	1	52	1	gold	passed all cutoffs
ERX359733	1999060	True	418963600	209.580	4189636	100	100	0.000	100	100	100	100	5.500	34.652	2.439	37	36	34.500	36	199905958	100.000	2000310	35.500	99.938	1.383	100	100	100	100	14	34.699	2.214	37	36	34.500	36	0.00	31.25	18.55	19.27	0.00	30.93	0	58	103	0	18	92414	16901	9983	505	33905	0	0.00	49.57	88.03	0.00	117	1977511	Lactobacillus spp. strain	117	1977511	1941	2002	3	3	57	1	silver	Too many contigs (117, expect <= 100)
ERX359734	2310710	True	442809800	191.634	4428098	100	100	0	100	100	100	100	5.500	34.623	2.461	37	35.500	34.500	36	231070953	100.000	2312182	35	99.936	1.432	100	100	100	100	14.500	34.675	2.219	37	35.500	34.500	36	0.00	30.05	19.93	20.06	0.00	29.96	2	53	102	0	18	145736	18385	8540	504	39292	0	1.71	45.30	87.18	0.00	117	2151046	Lactobacillus spp. strain	117	2151046	2028	2090	5		56	1	silver	Too many contigs (117, expect <= 100)
ERX359735	2551860	True	443057400	173.621	4430574	100	100	0	100	100	100	100	6	34.747	2.352	37	36	34.500	36	255185894	100.000	2553038	36.500	99.954	1.106	100	100	100	100	13.500	34.798	2.103	37	36	34.500	36	0.00	31.60	18.91	17.77	0.00	31.72	10	19	30	0	5	386043	73319	21416	548	218237	0	29.41	55.88	88.24	0.00	34	2492871	Lactobacillus spp. strain	34	2492871	2413	2468	5	1	49	1	gold	passed all cutoffs
ERX359736	2713110	True	409332000	150.872	4093320	100	100	0	100	100	100	100	5.500	33.989	2.858	37	35	33.500	36	271311019	100.000	2714738	35.500	99.940	1.350	100	100	100	100	14.500	34.052	2.638	37	35	33.500	36	0.00	23.52	26.45	26.44	0.00	23.60	3	62	81	0	17	142282	31132	21667	1150	46767	0	3.70	76.54	100.00	0.00	81	2521712	Lactobacillus spp. strain	81	2521712	2295	2349	2		51	1	gold	passed all cutoffs
ERX359737	1967260	True	382608600	194.488	3826086	100	100	0	100	100	100	100	6	34.816	2.295	37	36	34.500	36	196725951	100.000	1968236	35.500	99.950	1.173	100	100	100	100	15	34.860	2.059	37	36	34.500	36	0.00	32.49	17.71	17.37	0.00	32.43	2	40	57	0	11	112881	27702	17733	524	51403	0	3.03	60.61	86.36	0.00	66	1828394	Lactobacillus spp. strain	66	1828394	1735	1794	4	2	54	1	gold	passed all cutoffs
ERX359738	1885830	True	403476600	213.952	4034766	100	100	0	100	100	100	100	6	34.673	2.429	37	36	34.500	36	188582978	100.000	1886728	35	99.952	1.178	100	100	100	100	15	34.722	2.201	37	36	34.500	36	0.00	31.83	17.99	18.49	0.00	31.69	5	36	51	0	9	177660	33177	18797	580	68127	0	8.62	62.07	87.93	0.00	58	1924289	Lactobacillus spp. strain	58	1924289	1907	1967	3		56	1	gold	passed all cutoffs
ERX359739	2380700	True	430905600	181.000	4309056	100	100	0	100	100	100	100	6	34.570	2.492	37	35.500	34.500	36	238070126	100.000	2382242	35	99.935	1.449	100	100	100	100	15	34.618	2.277	37	35.500	34.500	36	0.00	30.49	19.49	19.52	0.00	30.50	2	55	104	0	16	168576	19400	9217	548	39697	0	1.72	47.41	89.66	0.00	116	2250411	Lactobacillus spp. strain	116	2250411	2176	2250	3	4	70	1	silver	Too many contigs (116, expect <= 100)
ERX359740	2015820	True	404281200	200.554	4042812	100	100	0.000	100	100	100	100	5.500	34.751	2.369	37	36	34.500	36	201581895	100.000	2016746	35	99.954	1.135	100	100	100	100	15	34.793	2.150	37	36	34.500	36	0.00	32.21	17.85	17.49	0.00	32.46	6	26	30	0	5	244930	60731	40431	573	129442	0	18.18	78.79	90.91	0.00	33	2004143	Lactobacillus spp. strain	33	2004143	1843	1898	3	5	51	1	gold	passed all cutoffs
ERX359741	2077030	True	430424800	207.230	4304248	100	100	0	100	100	100	100	5.500	34.711	2.388	37	36	34.500	36	207702923	100.000	2078062	35	99.950	1.184	100	100	100	100	14.500	34.755	2.165	37	36	34.500	36	0.00	31.88	18.52	17.58	0.00	32.02	4	46	80	0	12	155232	23731	11100	625	63476	0	4.60	52.87	91.95	0.00	87	2064631	Lactobacillus spp. strain	87	2064631	1920	1985	3	1	61	1	gold	passed all cutoffs
ERX359742	1966260	True	417405200	212.284	4174052	100	100	0.000	100	100	100	100	5.500	34.720	2.377	37	36	34.500	36	196625967	100.000	1967174	35	99.953	1.137	100	100	100	100	14.500	34.769	2.138	37	36	34.500	36	0.00	31.11	18.69	18.81	0.00	31.39	8	16	22	0	4	298937	73263	34218	665	195473	0	30.77	61.54	84.62	0.00	26	1904863	Lactobacillus spp. strain	26	1904863	1917	1979	2		59	1	gold	passed all cutoffs
ERX359743	2304910	True	355049400	154.040	3550494	100	100	0	100	100	100	100	6	34.152	2.841	37	35	33.500	36	230491067	100.000	2305992	35.500	99.953	1.155	100	100	100	100	15	34.203	2.651	37	35	33.500	36	0.00	28.75	21.57	20.81	0.00	28.87	8	11	17	0	3	685057	137731	71848	1062	243057	0	47.06	64.71	100.00	0.00	17	2341430	Lactobacillus spp. strain	17	2341430	2251	2311	3	2	56	1	gold	passed all cutoffs
ERX359744	2737110	True	420554000	153.649	4205540	100	100	0	100	100	100	100	5.500	34.630	2.465	37	35.500	34.500	36	273710967	100.000	2738502	35	99.949	1.200	100	100	100	100	15	34.681	2.227	37	35.500	34.500	36	0.00	31.19	19.40	18.17	0.00	31.25	7	15	20	0	4	583561	116511	37714	639	314415	0	30.43	65.22	86.96	0.00	23	2679775	Lactobacillus spp. strain	23	2679775	2650	2715	5	2	59	1	gold	passed all cutoffs
ERX359745	2138810	True	366703000	171.452	3667030	100	100	0	100	100	100	100	6	34.719	2.372	37	36	34.500	36	213880998	100.000	2139820	36.500	99.953	1.109	100	100	100	100	15.500	34.761	2.148	37	36	34.500	36	0.00	31.44	18.96	18.33	0.00	31.26	4	15	20	0	2	853308	95995	17820	520	412504	0	18.18	68.18	90.91	0.00	22	2111907	Lactobacillus spp. strain	22	2111907	1985	2037	1	2	50	1	gold	passed all cutoffs
ERX359746	2865080	True	317863000	110.944	3178630	100	100	0	100	100	100	100	6	34.486	2.536	37	35.500	34	36	286507964	100.000	2866510	36	99.950	1.174	100	100	100	100	14.500	34.538	2.305	37	35.500	34	36	0.00	28.48	21.66	21.30	0.00	28.56	6	53	81	0	10	533861	34236	17095	545	61032	0	7.23	63.86	97.59	0.00	83	2841624	Lactobacillus spp. strain	83	2841624	2627	2692	5	3	59	1	gold	passed all cutoffs
ERX359747	2445260	True	352679400	144.230	3526794	100	100	0	100	100	100	100	5	33.824	2.932	37	35	33	36	244526002	100.000	2446966	36.500	99.930	1.449	100	100	100	100	14.500	33.887	2.714	37	35	33	36	0.00	21.36	28.81	28.23	0.00	21.60	9	16	19	0	5	322269	108112	77787	505	187061	0	42.86	76.19	90.48	0.00	21	2270352	Lactobacillus spp. strain	21	2270352	2136	2198	4		57	1	gold	passed all cutoffs
ERX359748	3038970	True	383247000	126.111	3832470	100	100	0	100	100	100	100	6	34.658	2.448	37	36	34.500	36	303897095	100.000	3040270	35	99.957	1.086	100	100	100	100	14.500	34.705	2.226	37	36	34.500	36	0.00	32.00	18.85	16.71	0.00	32.44	9	13	22	0	4	357032	76144	12591	542	175100	0	37.50	54.17	91.67	0.00	24	1827475	Lactobacillus spp. strain	24	1827475	1771	1828	5	1	51	1	gold	passed all cutoffs
ERX359749	3496160	True	379703800	108.606	3797038	100	100	0	100	100	100	100	6	34.206	2.739	37	35	33.500	36	349615922	100.000	3498682	35	99.928	1.435	100	100	100	100	15	34.272	2.496	37	35	33.500	36	0.00	25.36	25.03	24.16	0.00	25.44	13	35	41	0	8	382339	75910	34351	787	172058	0	30.23	81.40	95.35	0.00	43	3264143	Lactobacillus spp. strain	43	3264143	3099	3163	4	2	59	1	gold	passed all cutoffs
ERX359750	1633200	True	434821200	266.238	4348212	100	100	0	100	100	100	100	6	34.800	2.309	37	36	34.500	36	163319978	100.000	1634088	35	99.946	1.266	100	100	100	100	14.500	34.844	2.072	37	36	34.500	36	0.00	32.17	17.23	18.42	0.00	32.19	5	13	15	0	3	317050	85540	42165	704	200620	0	27.78	72.22	83.33	0.00	18	1539737	Lactobacillus spp. strain	18	1539737	1342	1398	3	1	52	1	gold	passed all cutoffs
ERX359751	2578720	True	444737800	172.465	4447378	100	100	0	100	100	100	100	6	34.837	2.273	37	36	34.500	36	257871953	100.000	2579902	35	99.954	1.122	100	100	100	100	14.500	34.881	2.028	37	36	34.500	36	0.00	32.31	17.92	17.18	0.00	32.58	4	70	128	0	23	116647	17169	9569	530	31749	0	2.72	47.62	87.07	0.00	147	2523952	Lactobacillus spp. strain	147	2523952	2430	2485	2	3	52	1	silver	Too many contigs (147, expect <= 100)
ERX359752	3141390	True	409832200	130.462	4098322	100	100	0	100	100	100	100	5	34.437	2.574	37	35.500	34	36	314139059	100.000	3143160	35	99.944	1.284	100	100	100	100	14	34.492	2.335	37	35.500	34	36	0.00	27.52	22.89	22.14	0.00	27.46	6	60	107	0	14	233856	28128	11739	541	66715	0	5.31	53.10	94.69	0.00	113	3178518	Lactobacillus spp. strain	113	3178518	2954	3017	3	3	59	1	silver	Too many contigs (113, expect <= 100)
ERX359754	2487950	True	422436200	169.793	4224362	100	100	0	100	100	100	100	5.500	34.696	2.383	37	36	34.500	36	248794872	100.000	2489298	36	99.946	1.254	100	100	100	100	15	34.743	2.142	37	36	34.500	36	0.00	30.78	19.50	18.70	0.00	31.01	1	67	112	0	19	146365	19606	11646	511	31885	0	0.85	56.78	94.92	0.00	118	2313525	Lactobacillus spp. strain	118	2313525	2196	2251	3	3	51	1	silver	Too many contigs (118, expect <= 100)
ERX359755	2346370	True	447847200	190.868	4478472	100	100	0	100	100	100	100	6	34.734	2.364	37	36	34.500	36	234637049	100.000	2347362	37	99.958	1.075	100	100	100	100	15	34.778	2.143	37	36	34.500	36	0.00	32.46	17.62	17.12	0.00	32.80	6	58	94	0	13	174896	22350	11777	547	45535	0	5.88	56.86	92.16	0.00	102	2279782	Lactobacillus spp. strain	102	2279782	2233	2293	4	2	55	1	silver	Too many contigs (102, expect <= 100)
ERX359756	1887970	True	406063400	215.080	4060634	100	100	0	100	100	100	100	5.500	34.214	2.726	37	35	33.500	36	188797040	100.000	1889536	35	99.917	1.567	100	100	100	100	15.500	34.273	2.497	37	35	33.500	36	0.00	25.48	24.79	25.09	0.00	24.63	2	31	57	0	7	414941	28610	11169	505	60408	0	3.28	50.82	93.44	0.00	61	1745232	Lactobacillus spp. strain	61	1745232	1800	1872	1	1	70	1	gold	passed all cutoffs
ERX359757	1658330	True	389364800	234.794	3893648	100	100	0	100	100	100	100	5.500	34.653	2.452	37	36	34.500	36	165833050	100.000	1659050	36.500	99.957	1.086	100	100	100	100	15	34.696	2.238	37	36	34.500	36	0.00	31.95	17.84	18.42	0.00	31.79	1	50	89	0	18	110104	15365	9673	519	28345	0	0.98	49.02	87.25	0.00	102	1567325	Lactobacillus spp. strain	102	1567325	1505	1564	3	3	55	1	silver	Too many contigs (102, expect <= 100)
ERX359758	1885880	True	412192800	218.568	4121928	100	100	0	100	100	100	100	5.500	34.631	2.429	37	35.500	34.500	36	188588100	100.000	1886940	35.500	99.944	1.262	100	100	100	100	15	34.682	2.188	37	35.500	34.500	36	0.00	29.79	20.83	19.44	0.00	29.94	5	24	44	0	6	285379	35111	4156	502	86470	0	9.62	46.15	84.62	0.00	52	1825776	Lactobacillus spp. strain	52	1825776	1737	1789	2	1	49	1	gold	passed all cutoffs
ERX359759	1820970	True	413802600	227.242	4138026	100	100	0	100	100	100	100	5.500	34.597	2.449	37	35.500	34.500	36	182096858	100.000	1822190	35	99.933	1.407	100	100	100	100	14.500	34.651	2.192	37	35.500	34.500	36	0.00	28.82	21.24	21.31	0.00	28.63	4	13	21	0	3	536789	78631	25278	990	203915	0	18.18	59.09	95.45	0.00	22	1729891	Lactobacillus spp. strain	22	1729891	1675	1738	3		59	1	gold	passed all cutoffs
ERX359760	1703040	True	417121000	244.928	4171210	100	100	0	100	100	100	100	5.500	34.623	2.437	37	35.500	34.500	36	170304006	100.000	1703966	36.500	99.946	1.243	100	100	100	100	14.500	34.670	2.199	37	35.500	34.500	36	0.00	29.47	20.92	19.18	0.00	30.43	5	15	17	0	4	281089	76181	58130	531	209824	0	22.73	68.18	77.27	0.00	22	1675993	Lactobacillus spp. strain	22	1675993	1583	1645	4		57	1	gold	passed all cutoffs
ERX359761	3415970	True	330086200	96.630	3300862	100	100	0	100	100	100	100	5.500	34.442	2.566	37	35.500	34	36	328327143	96.115	3284992	35	99.948	1.259	100	100	100	100	15.500	34.495	2.334	37	35.500	34	36	0.00	27.75	22.56	21.74	0.00	27.94	4	67	97	0	17	223480	29398	15954	616	55998	0	3.77	63.21	91.51	0.00	106	3116228	Lactobacillus spp. strain	106	3116228	3026	3080	3	3	50	1	silver	Low coverage (96.12x, expect >= 100x);Too many contigs (106, expect <= 100)
ERX359762	3628890	True	349628200	96.346	3496282	100	100	0	100	100	100	100	5.500	34.290	2.673	37	35	33.500	36	347717755	95.819	3479126	35.500	99.944	1.251	100	100	100	100	14.500	34.345	2.449	37	35	33.500	36	0.00	26.62	23.79	22.61	0.00	26.97	9	15	21	0	4	385508	90552	78491	610	162732	0	39.13	65.22	91.30	0.00	23	2082708	Lactobacillus spp. strain	23	2082708	2065	2123	4	2	53	1	silver	Low coverage (95.82x, expect >= 100x)
ERX359763	2630200	True	403333000	153.347	4033330	100	100	0	100	100	100	100	6	34.772	2.332	37	36	34.500	36	263019997	100.000	2631390	37	99.955	1.109	100	100	100	100	14.500	34.818	2.097	37	36	34.500	36	0.00	31.80	18.22	18.17	0.00	31.80	5	41	58	0	10	216578	34519	22425	517	71308	0	7.14	58.57	82.86	0.00	70	2416352	Lactobacillus spp. strain	70	2416352	2316	2372	3	1	52	1	gold	passed all cutoffs
ERX359764	1796260	True	418509800	232.990	4185098	100	100	0	100	100	100	100	6	34.798	2.306	37	36	34.500	36	179626149	100.000	1797096	36	99.954	1.120	100	100	100	100	15	34.842	2.062	37	36	34.500	36	0.00	32.04	17.63	18.95	0.00	31.38	0	65	187	0	37	59696	8128	4956	524	14472	0	0.00	30.52	87.79	0.00	213	1731476	Lactobacillus spp. strain	213	1731476	1778	1837	3	3	55	1	bronze	Too many contigs (213, expect <= 200)
