sample	assembly_species	assembly_taxon	top_mapped_taxon	top_mapped_reads	chao1_estimate	assembly_hit	input_reads	mapped_reads	ntu_observed_once	ntu_observed_twice	ntu_observed_three_plus	message
ERX529129	Lactobacillus fermentum	Lactobacillus	Lactobacillus	6486	8.500	CP025592.1563082.1564661	1250489	7155	1	1	8	
ERX529130	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	4239	n.d.	CP014201.1046218.1047796	1508574	4851	2	0	10	
ERX529131	Lactobacillus fermentum	Lactobacillus	Lactobacillus	6453	9.500	CP025592.1563082.1564661	1224565	7104	1	1	9	
ERX529132	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	5419	n.d.	AP018549.475961.477529	1091570	6032	5	0	10	
ERX529133	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	5557	12.000	AP018549.475961.477529	1077631	6227	2	1	10	
ERX529134	Lactobacillus plantarum	Lactobacillus	Lactobacillus	3999	14.500	CP011769.1010671.1012246	1617292	4566	3	1	10	
ERX529135	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5699	n.d.	CP025592.1563082.1564661	1302336	6309	2	0	9	
ERX529136	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	4319	11.000	CP014201.1046218.1047796	1521924	4944	0	1	11	
ERX529137	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	4329	11.000	AP018549.475961.477529	1130632	4854	2	1	9	
ERX529138	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5418	8.500	CP025592.1563082.1564661	1325719	6004	1	1	8	
ERX529139	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	4474	n.d.	CP014201.1046218.1047796	1521914	5136	4	0	11	
ERX529140	Lactobacillus plantarum	Lactobacillus	Lactobacillus	3969	n.d.	CP011769.1010671.1012246	1603797	4515	2	0	11	
ERX529141	Lactobacillus casei BL23	Lactobacillus	Lactobacillus	4614	10.000	FM177140.2643060.2644629	1674717	5182	2	2	9	
ERX529142	Lactobacillus fermentum	Lactobacillus	Lactobacillus	6031	16.000	CP025592.1563082.1564661	1400641	6692	4	1	8	
ERX529143	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4475	10.000	CP029686.1212146.1213724	1581523	5041	0	2	10	
ERX529144	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3999	11.000	CP014201.1046218.1047796	1443154	4578	2	2	10	
ERX529145	Lactobacillus fermentum	Lactobacillus	Lactobacillus	4672	9.000	CP025592.1563082.1564661	1240449	5234	2	1	7	
ERX529146	uncultured bacterium	Lactobacillus	Lactobacillus	4584	n.d.	AY959177.1.1555	947755	4943	0	0	12	
ERX529147	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	4494	14.500	AP018549.475961.477529	1065017	5104	3	1	10	
ERX529148	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5127	n.d.	CP025592.1563082.1564661	1218653	5660	3	0	9	
ERX529149	Lactobacillus paragasseri;uncultured bacterium	Lactobacillus	Lactobacillus	9203	n.d.	AP018549.475961.477529;AB969339.1.1567	1981918	10556	5	0	12	WARNING: Multiple SSUs were assembled by SPAdes
ERX529150	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5496	11.500	LT906621.282495.284062	1318484	6113	3	1	7	
ERX529151	uncultured bacterium;Lactobacillus paracasei	Lactobacillus	Lactobacillus	4924	18.000	CP029686.1212146.1213724;AB969339.1.1567	1728857	5501	4	1	10	WARNING: Multiple SSUs were assembled by SPAdes
ERX529152	Lactobacillus plantarum	Lactobacillus	Lactobacillus	3653	12.000	CP032359.485125.486700	1621141	4170	2	1	10	
ERX529153	uncultured bacterium	Lactobacillus	Lactobacillus	4030	11.000	AB969339.1.1567	1053436	4318	2	2	10	
ERX529154	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4163	18.000	CP029686.1212146.1213724	1445179	4693	4	1	10	
ERX529155	Lactobacillus plantarum	Lactobacillus	Lactobacillus	3549	n.d.	CP032359.485125.486700	1610034	4079	3	0	10	
ERX529156	Lactobacillus fermentum	Lactobacillus	Lactobacillus	7292	12.500	LT906621.282495.284062	1921879	8085	3	1	8	
ERX529157	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5195	n.d.	LT906621.282495.284062	1317667	5830	7	0	9	
ERX529158	Lactobacillus plantarum	Lactobacillus	Lactobacillus	3706	11.000	CP032359.485125.486700	1593263	4272	0	1	11	
ERX529159	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4566	10.500	CP029686.1212146.1213724	1559349	5169	1	1	10	
ERX529160	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	3446	17.000	AP018549.475961.477529	1017884	3933	4	1	9	
ERX529161	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	4052	11.000	CP014201.1046218.1047796	1443185	4664	0	1	11	
ERX529162	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	4056	13.500	CP014201.1046218.1047796	1420450	4656	3	1	9	
ERX529163	Lactobacillus paracasei;Lactobacillus fermentum	Lactobacillus	Lactobacillus	4962	14.500	CP025592.1563082.1564661;CP029686.1212146.1213724	1110343	5523	3	1	10	WARNING: Multiple SSUs were assembled by SPAdes
ERX529164	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5696	n.d.	CP025592.1563082.1564661	1263638	6406	2	0	11	
ERX529165	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	4344	n.d.	CP014201.1046218.1047796	1550177	5014	3	0	11	
ERX529166	Lactobacillus plantarum	Lactobacillus	Lactobacillus	4074	12.000	CP011769.1010671.1012246	1632646	4682	2	1	10	
ERX529167	Lactobacillus plantarum	Lactobacillus	Lactobacillus	4035	n.d.	CP011769.1010671.1012246	1620201	4638	3	0	11	
ERX529168	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	4467	n.d.	CP014201.1046218.1047796	1566191	5164	4	0	10	
ERX529169	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	4244	15.500	CP014201.1046218.1047796	1526931	4921	3	1	11	
ERX529170	Lactobacillus plantarum	Lactobacillus	Lactobacillus	4185	n.d.	CP011769.1010671.1012246	1617337	4787	1	0	11	
ERX529171	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	5593	n.d.	CP014201.1046218.1047796	1998102	6415	6	0	12	
ERX529172	Lactobacillus plantarum	Lactobacillus	Lactobacillus	4105	n.d.	CP011769.1010671.1012246	1636131	4745	1	0	11	
ERX529173	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	4051	n.d.	CP014201.1046218.1047796	1444776	4671	2	0	11	
ERX529174	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5252	n.d.	AP017973.1435046.1436618	1327577	5844	1	0	8	
ERX529176	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5182	n.d.	AP017973.1435046.1436618	1346563	5754	1	0	8	
ERX529177	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4157	n.d.	CP029686.1212146.1213724	1499945	4674	2	0	11	
ERX529178	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5880	n.d.	CP025592.1563082.1564661	1306265	6538	4	0	10	
ERX529179	uncultured bacterium;Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	4787	15.500	CP014201.1046218.1047796;AB969339.1.1567	1328058	5161	3	1	11	WARNING: Multiple SSUs were assembled by SPAdes
ERX529180	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5341	16.000	AP017973.1435046.1436618	1304991	5899	4	1	8	
ERX529181	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5043	n.d.	AP017973.1435046.1436618	1268265	5642	1	0	9	
ERX529182	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	4491	12.250	AP018549.475961.477529	1115979	5093	3	2	10	
ERX529183	Lactobacillus fermentum	Lactobacillus	Lactobacillus	7159	n.d.	AP017973.1435046.1436618	1285801	7999	3	0	10	
ERX529184	Lactobacillus gasseri DSM 14869	Lactobacillus	Lactobacillus	4625	19.000	CP006803.1850533.1852112	1011653	5164	4	1	11	
ERX529185	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4415	9.250	CP029686.1212146.1213724	1525843	4909	1	2	9	
ERX529186	Lactobacillus oris	Lactobacillus	Lactobacillus	5200	n.d.	CP014789.8842.10425	1354213	5590	7	0	10	
ERX529187	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4199	n.d.	CP029686.1212146.1213724	1515357	4692	2	0	10	
ERX529188	Lactobacillus fermentum	Lactobacillus	Lactobacillus	6154	14.500	AP017973.1435046.1436618	1170706	6825	3	1	10	
ERX529189	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	3552	n.d.	AP018549.475961.477529	1051586	3989	4	0	10	
ERX529190	Lactobacillus oris	Lactobacillus	Lactobacillus	4835	12.000	CP014789.8842.10425	1279899	5272	2	2	11	
ERX529191	Lactobacillus fermentum	Lactobacillus	Lactobacillus	6380	n.d.	AP017973.1435046.1436618	1170269	7079	1	0	10	
ERX529192	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4180	n.d.	CP029686.1212146.1213724	1503378	4698	3	0	8	
ERX529193	Lactobacillus fermentum	Lactobacillus	Lactobacillus	6484	n.d.	AP017973.1435046.1436618	1188843	7208	0	0	10	
ERX529194	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4400	14.500	CP029686.1212146.1213724	1523457	4973	3	1	10	
ERX529195	uncultured bacterium	Lactobacillus	Lactobacillus	4530	n.d.	AB969339.1.1567	1019885	4928	2	0	11	
ERX529196	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4090	10.000	CP029686.1212146.1213724	1640650	4603	2	2	9	
ERX529197	Lactobacillus salivarius	Lactobacillus	Lactobacillus	6160	14.250	LT604074.1096157.1097698	1052100	7612	1	2	14	
ERX529198	Lactobacillus mucosae	Lactobacillus	Lactobacillus	7723	n.d.	AF126738.1.1568	1144315	8571	5	0	10	
ERX529199	Lactobacillus buchneri NRRL B-30929	Lactobacillus	Lactobacillus	3670	n.d.	CP002652.2300479.2302041	1306759	4429	3	0	9	
ERX529200	Lactobacillus mucosae	Lactobacillus	Lactobacillus	7238	n.d.	AF126738.1.1568	1161717	7999	3	0	10	
ERX529201	Lactobacillus salivarius	Lactobacillus	Lactobacillus	5976	18.000	LT604074.1096157.1097698	1054294	7513	2	1	16	
ERX529202	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4413	11.500	CP029686.1212146.1213724	1596726	4978	1	1	11	
ERX529203	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	4307	n.d.	AP018549.475961.477529	1041139	4826	5	0	10	
ERX529204	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	4302	n.d.	AP018549.475961.477529	1027040	4830	3	0	11	
ERX529205	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	4289	n.d.	CP014201.1046218.1047796	1528952	4949	3	0	11	
ERX529206	Lactobacillus salivarius	Lactobacillus	Lactobacillus	6006	16.250	LT604074.1096157.1097698	1052255	7448	3	2	14	
ERX529207	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4314	11.000	CP029686.1212146.1213724	1571517	4854	2	2	10	
ERX529208	Lactobacillus gasseri ATCC 33323 = JCM 1131	Lactobacillus	Lactobacillus	5290	10.000	CP000413.1565823.1567401	973499	5887	0	2	10	
ERX529209	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4289	n.d.	CP029686.1212146.1213724	1624851	4831	1	0	11	
ERX529210	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	4129	13.500	CP014201.1046218.1047796	1460686	4714	3	1	9	
ERX529211	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5149	n.d.	CP025592.1563082.1564661	1208479	5789	1	0	9	
ERX529212	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4177	n.d.	CP029686.1212146.1213724	1566934	4697	3	0	10	
ERX529213	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	4049	18.000	CP014201.1046218.1047796	1473225	4674	4	1	10	
ERX529214	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3996	n.d.	CP014201.1046218.1047796	1405597	4574	0	0	12	
ERX529215	Lactobacillus oris	Lactobacillus	Lactobacillus	4226	19.000	CP014789.8842.10425	1291875	4604	4	1	11	
ERX529216	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	3504	17.000	AP018549.475961.477529	997091	3958	4	1	9	
ERX529217	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4242	14.500	CP029686.1212146.1213724	1578981	4750	3	1	10	
ERX529218	Lactobacillus helveticus R0052	Lactobacillus	Lactobacillus	3376	14.500	CP003799.455041.456601	1039861	3768	3	1	10	
ERX529219	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	4739	11.000	AP018549.475961.477529	1001477	5308	2	2	10	
ERX529220	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4273	10.500	CP029686.1212146.1213724	1597875	4844	3	3	9	
ERX529221	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4190	15.500	CP029686.1212146.1213724	1597894	4780	3	1	11	
ERX529222	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4318	n.d.	CP029686.1212146.1213724	1597794	4886	1	0	10	
ERX529223	Lactobacillus parabuchneri	Lactobacillus	Lactobacillus	3511	n.d.	CP018796.1956265.1957835	1333157	4023	2	0	8	
ERX529224	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4260	11.250	CP029686.1212146.1213724	1620585	4810	3	2	9	
ERX529225	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4261	n.d.	CP029686.1212146.1213724	1545586	4825	1	0	11	
ERX529226	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4155	21.250	CP029686.1212146.1213724	1578955	4684	7	2	9	
ERX529227	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5300	10.000	AP017973.1435046.1436618	1178452	5891	2	1	8	
ERX529228	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3846	n.d.	CP014201.1046218.1047796	1478901	4457	2	0	11	
ERX529229	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5188	10.000	AP017973.1435046.1436618	1176172	5731	2	1	8	
ERX529230	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5368	9.500	AP017973.1435046.1436618	1279532	5978	1	1	9	
ERX529231	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4069	n.d.	CP029686.1212146.1213724	1565978	4591	2	0	11	
ERX529232	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	4213	n.d.	CP014201.1046218.1047796	1495605	4823	3	0	11	
ERX529233	uncultured bacterium	Lactobacillus	Lactobacillus	4411	n.d.	AY959177.1.1555	930175	4753	3	0	11	
ERX529234	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5166	12.500	AP017973.1435046.1436618	1193901	5734	3	1	8	
ERX529235	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5287	n.d.	LT906621.282495.284062	1199065	5837	2	0	8	
ERX529236	Lactobacillus fermentum	Lactobacillus	Lactobacillus	4674	n.d.	CP025592.1563082.1564661	1205728	5249	1	0	9	
ERX529237	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	4050	n.d.	AP018549.475961.477529	1017937	4529	3	0	9	
ERX529238	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3682	15.500	CP014201.1046218.1047796	1506220	4244	3	1	11	
ERX529239	Lactobacillus salivarius	Lactobacillus	Lactobacillus	5923	n.d.	CP017107.1020383.1021952	1089669	7261	3	0	16	
ERX529240	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3666	18.000	CP014201.1046218.1047796	1561590	4164	4	1	10	
ERX529241	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	3605	11.250	AP018549.475961.477529	1094441	4259	3	2	9	
ERX529242	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	4152	n.d.	AP018549.475961.477529	1029258	4680	4	0	9	
ERX529243	Lactobacillus oris	Lactobacillus	Lactobacillus	4216	n.d.	CP014789.8842.10425	1220193	4576	5	0	11	
ERX529244	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3742	n.d.	CP014201.1046218.1047796	1504345	4350	4	0	10	
ERX529245	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	3425	11.000	AP018549.475961.477529	1065006	3893	2	1	9	
ERX529246	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	3347	10.000	AP018549.475961.477529	1050620	3786	2	2	9	
ERX529247	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4080	n.d.	CP029686.1212146.1213724	1568183	4617	4	0	10	
ERX529248	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3718	11.000	CP014201.1046218.1047796	1506263	4297	2	1	9	
ERX529249	Lactobacillus oris	Lactobacillus	Lactobacillus	4330	n.d.	CP014789.8842.10425	1258692	4638	4	0	10	
ERX529250	Lactobacillus salivarius	Lactobacillus	Lactobacillus	6535	20.500	CP017107.541095.542664	1012399	7949	3	1	16	
ERX529251	Lactobacillus mucosae	Lactobacillus	Lactobacillus	6004	n.d.	AF126738.1.1568	1105779	6708	1	0	10	
ERX529252	Lactobacillus plantarum	Lactobacillus	Lactobacillus	4021	14.500	CP032359.485125.486700	1708421	4559	3	1	10	
ERX529253	Lactobacillus mucosae	Lactobacillus	Lactobacillus	5907	n.d.	AF126738.1.1568	1130540	6569	3	0	10	
ERX529254	Lactobacillus gasseri ATCC 33323 = JCM 1131	Lactobacillus	Lactobacillus	4188	14.000	CP000413.1565823.1567401	954301	4752	4	2	10	
ERX529255	Lactobacillus oris	Lactobacillus	Lactobacillus	4972	9.500	CP014789.8842.10425	1265619	5393	2	4	9	
ERX529256	Lactobacillus plantarum	Lactobacillus	Lactobacillus	4113	n.d.	CP032359.485125.486700	1677939	4710	3	0	10	
ERX529257	Lactobacillus mucosae	Lactobacillus	Lactobacillus	6319	10.500	AF126738.1.1568	1157905	7033	1	1	10	
ERX529258	Lactobacillus mucosae	Lactobacillus	Lactobacillus	6222	11.250	AF126738.1.1568	1129574	6962	3	2	9	
ERX529259	Lactobacillus gasseri ATCC 33323 = JCM 1131	Lactobacillus	Lactobacillus	4488	12.000	CP000413.1565823.1567401	957556	5134	2	1	10	
ERX529260	Lactobacillus salivarius	Lactobacillus	Lactobacillus	6256	n.d.	CP017107.541095.542664	1048683	7748	4	0	15	
ERX529261	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	5514	n.d.	AP018549.475961.477529	976891	6164	5	0	10	
ERX529262	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	5482	11.000	AP018549.475961.477529	979960	6165	2	2	10	
ERX529263	Lactobacillus salivarius	Lactobacillus	Lactobacillus	6551	n.d.	CP017107.541095.542664	1055094	8059	4	0	15	
ERX529264	Lactobacillus mucosae	Lactobacillus	Lactobacillus	6296	n.d.	EF120376.1.1566	1114938	7076	1	0	12	
ERX529265	uncultured bacterium	Lactobacillus	Lactobacillus	4218	n.d.	AB969339.1.1567	1005506	4510	3	0	10	
ERX529266	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	10049	29.000	AP018549.475961.477529	1771919	11296	6	1	11	
ERX529267	Lactobacillus salivarius	Lactobacillus	Lactobacillus	6878	15.500	CP017107.541095.542664	1047456	8371	1	1	15	
ERX529268	Lactobacillus salivarius	Lactobacillus	Lactobacillus	6448	16.500	CP017107.541095.542664	1048885	7997	1	1	16	
ERX529269	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	5703	n.d.	AP018549.475961.477529	1035693	6424	5	0	10	
ERX529270	Lactobacillus plantarum	Lactobacillus	Lactobacillus	4020	11.500	CP011769.1010671.1012246	1616079	4663	1	1	11	
ERX529271	Lactobacillus paracasei	Lactobacillus	Lactobacillus	3828	11.000	CP029686.1212146.1213724	1567925	4373	0	2	11	
ERX529272	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4104	n.d.	CP029686.1212146.1213724	1597806	4623	2	0	11	
ERX529273	Lactobacillus plantarum	Lactobacillus	Lactobacillus	4116	n.d.	CP011769.1010671.1012246	1618845	4685	3	0	11	
ERX529274	Lactobacillus plantarum	Lactobacillus	Lactobacillus	4086	10.250	CP011769.1010671.1012246	1615212	4677	1	2	10	
ERX529275	Lactobacillus paracasei	Lactobacillus	Lactobacillus	3974	9.500	CP029686.1212146.1213724	1557709	4493	1	1	9	
ERX529276	Lactobacillus paracasei	Lactobacillus	Lactobacillus	3837	33.500	CP029686.1212146.1213724	1612900	4368	7	1	9	
ERX980026	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5228	n.d.	CP025592.1563082.1564661	1173315	5777	0	0	10	
ERX980027	Lactobacillus fermentum	Lactobacillus	Lactobacillus	4618	8.500	AP017973.1435046.1436618	1192605	5184	1	1	8	
ERX980028	Lactobacillus gasseri ATCC 33323 = JCM 1131	Lactobacillus	Lactobacillus	5731	n.d.	CP000413.1565823.1567401	953611	6352	2	0	10	
ERX980029	Lactobacillus gasseri ATCC 33323 = JCM 1131	Lactobacillus	Lactobacillus	5875	10.000	CP000413.1565823.1567401	962999	6597	0	2	10	
ERX980030	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	3662	11.500	AP018549.475961.477529	1048452	4337	1	1	11	
ERX980031	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	3983	n.d.	AP018549.475961.477529	1067197	4471	2	0	10	
ERX980032	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	5952	9.000	AP018549.475961.477529	1050860	6682	0	2	9	
ERX980033	uncultured bacterium	Lactobacillus	Lactobacillus	4357	10.500	AY959177.1.1555	1003217	4702	1	1	10	
ERX980034	uncultured bacterium	Lactobacillus	Lactobacillus	4167	n.d.	AY959177.1.1555	994746	4530	1	0	10	
SRX1090887	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	6265	28.500	FN692037.427906.429457	1125017	7137	9	3	15	
SRX1090894	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	6926	31.250	AP018549.475961.477529	960532	7870	9	2	11	
SRX1092347	Lactobacillus reuteri	Lactobacillus	Lactobacillus	1978	13.000	CP015408.302655.304239	435569	2008	6	2	4	
SRX1131769	uncultured bacterium;Lactobacillus plantarum	Achromobacter;Lactobacillus	Lactobacillus	4128	58.000	DQ129609.1.1490;CP032359.485125.486700	1731417	5407	18	6	31	WARNING: Multiple SSUs were assembled by SPAdes;WARNING: Assembly taxon (Achromobacter;Lactobacillus) does not match top mapped taxon (Lactobacillus)
SRX1328264	Lactobacillus reuteri DSM 20016	Lactobacillus	Lactobacillus	3419	69.900	CP000705.624382.625950	589732	3806	23	5	17	
SRX1343142	Lactobacillus plantarum	Lactobacillus	Lactobacillus	2202	n.d.	CP011769.1010671.1012246	1151318	2301	4	0	10	
SRX1433289	Lactobacillus paracasei	Lactobacillus	Lactobacillus	3410	14.167	CP029686.1212146.1213724	1639807	3912	5	3	10	
SRX1482118	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1627	109.000	CP014201.1046218.1047796	561650	1728	28	4	11	
SRX1526290	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2899	59.900	CP014201.1046218.1047796	974797	2963	23	5	7	
SRX1526291	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2830	37.000	CP014201.1046218.1047796	978963	2897	24	9	5	
SRX1526292	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3123	89.083	CP014201.1046218.1047796	1063391	3228	31	6	9	
SRX1526293	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2812	n.d.	CP014201.1046218.1047796	1190628	2819	1	0	2	
SRX1526295	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2887	n.d.	CP014201.1046218.1047796	1182016	2889	2	0	1	
SRX1526296	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2789	n.d.	CP014201.1046218.1047796	986216	2793	4	0	1	
SRX1526297	Lactobacillus rhamnosus GG	Lactobacillus	Lactobacillus	3051	3.667	FM179322.307756.309313	1250793	3061	4	3	1	
SRX1526302	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3254	n.d.	CP014201.1046218.1047796	1161674	3256	2	0	1	
SRX1526303	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2923	72.667	CP014201.1046218.1047796	967939	2977	20	3	6	
SRX1526317	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2176	27.083	CP014201.1046218.1047796	705762	2461	13	6	13	
SRX1526345	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2535	9.000	CP014201.1046218.1047796	879593	2541	4	1	1	
SRX1526349	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2403	141.000	CP014201.1046218.1047796	802878	2622	16	1	13	
SRX1526354	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2400	17.333	CP014201.1046218.1047796	825098	2496	10	6	9	
