sample	Protein identifier	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
ERX529187	ERX529187_00194	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529192	ERX529192_00195	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529194	ERX529194_00657	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529196	ERX529196_02573	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529199	ERX529199_01489	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	504	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529202	ERX529202_00725	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529203	ERX529203_00279	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	502	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529204	ERX529204_00278	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	502	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529205	ERX529205_01913	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529207	ERX529207_00691	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529209	ERX529209_01512	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529210	ERX529210_02295	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529212	ERX529212_01632	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529214	ERX529214_01388	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529217	ERX529217_00457	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529219	ERX529219_00556	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	502	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529220	ERX529220_01263	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529221	ERX529221_00915	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529222	ERX529222_01466	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529224	ERX529224_00669	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529225	ERX529225_01824	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529226	ERX529226_02397	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529228	ERX529228_01206	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	650	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529228	ERX529228_01304	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529231	ERX529231_02540	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529232	ERX529232_00918	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529238	ERX529238_00130	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	650	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529238	ERX529238_00519	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529239	ERX529239_01309	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529240	ERX529240_00131	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	650	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529240	ERX529240_00422	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529244	ERX529244_02767	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529247	ERX529247_02119	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529248	ERX529248_00283	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	650	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529248	ERX529248_00504	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529250	ERX529250_01845	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529260	ERX529260_01413	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529263	ERX529263_01451	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529265	ERX529265_00954	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	649	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529267	ERX529267_01399	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529268	ERX529268_01399	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529271	ERX529271_01899	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529272	ERX529272_01928	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529275	ERX529275_02429	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX529276	ERX529276_02039	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
ERX980031	ERX980031_00279	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	502	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX130901	SRX130901_01470	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	498	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX130902	SRX130902_01470	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	498	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX130913	SRX130913_01406	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	498	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1433289	SRX1433289_00638	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1482118	SRX1482118_00472	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526290	SRX1526290_00192	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526291	SRX1526291_00440	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526292	SRX1526292_00192	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526293	SRX1526293_00442	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526295	SRX1526295_01803	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526296	SRX1526296_00192	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526297	SRX1526297_00192	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526302	SRX1526302_00452	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526303	SRX1526303_00452	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526317	SRX1526317_01570	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526345	SRX1526345_00452	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526349	SRX1526349_01572	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526354	SRX1526354_00721	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526363	SRX1526363_00702	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526369	SRX1526369_00702	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526379	SRX1526379_00471	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526380	SRX1526380_01653	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526391	SRX1526391_00452	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526395	SRX1526395_00598	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526415	SRX1526415_00690	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526437	SRX1526437_00720	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526457	SRX1526457_00721	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526467	SRX1526467_00702	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526468	SRX1526468_00455	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1526473	SRX1526473_00452	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1528078	SRX1528078_00412	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1528080	SRX1528080_00401	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1528083	SRX1528083_00467	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1528085	SRX1528085_00455	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1528089	SRX1528089_00371	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1528090	SRX1528090_00692	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1528091	SRX1528091_01017	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1528093	SRX1528093_00620	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1528095	SRX1528095_00371	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1528097	SRX1528097_00832	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1528099	SRX1528099_00452	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1528102	SRX1528102_00793	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1528103	SRX1528103_00666	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1528104	SRX1528104_01019	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1563608	SRX1563608_02708	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1563616	SRX1563616_01061	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1563623	SRX1563623_00456	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1563623	SRX1563623_02277	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	650	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1563643	SRX1563643_00866	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1563649	SRX1563649_01242	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1563649	SRX1563649_02452	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	650	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1563852	SRX1563852_00728	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1564916	SRX1564916_01414	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1564925	SRX1564925_00092	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1565073	SRX1565073_00967	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1565095	SRX1565095_00717	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1565108	SRX1565108_00784	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1565157	SRX1565157_00219	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1565157	SRX1565157_02271	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	650	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1970176	SRX1970176_00035	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX1970177	SRX1970177_00276	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX2052678	SRX2052678_00867	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	650	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX2147351	SRX2147351_01827	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX2147357	SRX2147357_01817	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX2147359	SRX2147359_01682	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX2147360	SRX2147360_01738	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX2147361	SRX2147361_01776	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX2147363	SRX2147363_01628	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX2147364	SRX2147364_01765	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX2147366	SRX2147366_01681	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX2147367	SRX2147367_02156	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX2147368	SRX2147368_01570	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
